action_id,site_id,hazard_id,assessment_id,inspection_id,assigned_to_person_id,action_description,priority,due_date,completed_date,status,created_date,notes
45209,2868,70107.0,,19603.0,6395,Remove or trim vegetation creating hazard,MEDIUM,2020-12-06,,OVERDUE,2020-10-01,
45210,2868,70110.0,,19607.0,6394,Improve lighting in affected area,MEDIUM,2022-11-26,2022-11-20,COMPLETED,2022-09-27,
45211,2868,70110.0,,19607.0,6393,Repair or replace damaged infrastructure,MEDIUM,2022-11-21,,IN_PROGRESS,2022-09-27,
45212,2868,70112.0,,19608.0,6394,Update emergency procedures documentation,MEDIUM,2023-04-10,2023-04-10,COMPLETED,2023-02-04,
45213,2868,70112.0,,19608.0,6394,Install guard rail or barrier,HIGH,2023-03-09,2023-02-24,COMPLETED,2023-02-04,
45214,2868,70115.0,,19609.0,6393,Repair or replace damaged infrastructure,LOW,2024-10-22,2024-09-29,COMPLETED,2024-07-25,
45215,2868,70115.0,,19609.0,6393,Install guard rail or barrier,MEDIUM,2024-09-16,,IN_PROGRESS,2024-07-25,
45216,2868,70117.0,,19610.0,6394,Improve lighting in affected area,HIGH,2024-07-27,2024-07-25,COMPLETED,2024-06-26,
45217,2868,70117.0,,19610.0,6395,Schedule professional inspection,LOW,2024-09-30,2024-09-13,COMPLETED,2024-06-26,
45218,2868,70119.0,,19611.0,6395,Install guard rail or barrier,LOW,2024-06-08,2024-04-28,COMPLETED,2024-03-04,
45219,2868,70119.0,,19611.0,6393,Install guard rail or barrier,HIGH,2024-04-01,2024-03-29,COMPLETED,2024-03-04,
45220,2871,70125.0,20176.0,,6397,Engage contractor for specialist repair,CRITICAL,2020-09-25,2020-09-20,COMPLETED,2020-09-10,
45221,2871,70127.0,20177.0,,6398,Repair or replace damaged infrastructure,LOW,2021-06-22,2021-05-22,COMPLETED,2021-03-25,
45222,2871,70130.0,20178.0,,6396,Improve lighting in affected area,MEDIUM,2021-11-09,,OVERDUE,2021-09-11,
45223,2871,70130.0,20178.0,,6398,Update emergency procedures documentation,MEDIUM,2021-11-06,2021-10-31,COMPLETED,2021-09-11,
45224,2871,70130.0,20178.0,,6398,Replace worn equipment,MEDIUM,2021-11-11,2021-11-07,COMPLETED,2021-09-11,
45225,2871,70130.0,20178.0,,6396,Remove or trim vegetation creating hazard,MEDIUM,2021-11-10,2021-10-22,COMPLETED,2021-09-11,
45226,2871,70134.0,20180.0,,6398,Repair or replace damaged infrastructure,CRITICAL,2022-10-02,2022-09-26,COMPLETED,2022-09-13,
45227,2871,70134.0,20180.0,,6397,Repair or replace damaged infrastructure,HIGH,2022-10-18,2022-10-16,COMPLETED,2022-09-13,
45228,2871,70134.0,20180.0,,6396,Schedule professional inspection,MEDIUM,2022-11-08,2022-10-22,COMPLETED,2022-09-13,
45229,2871,70134.0,20180.0,,6396,Install guard rail or barrier,MEDIUM,2022-11-06,2022-10-09,COMPLETED,2022-09-13,
45230,2871,70134.0,20180.0,,6398,Repair or replace damaged infrastructure,HIGH,2022-10-11,,OVERDUE,2022-09-13,
45231,2871,70138.0,20181.0,,6397,Repair or replace damaged infrastructure,HIGH,2023-03-31,,OVERDUE,2023-03-02,
45232,2871,70138.0,20181.0,,6398,Update emergency procedures documentation,MEDIUM,2023-05-02,2023-04-14,COMPLETED,2023-03-02,
45233,2871,70138.0,20181.0,,6396,Remove or trim vegetation creating hazard,CRITICAL,2023-03-12,2023-03-11,COMPLETED,2023-03-02,
45234,2871,70138.0,20181.0,,6398,Install guard rail or barrier,HIGH,2023-04-02,2023-03-26,COMPLETED,2023-03-02,
45235,2871,70138.0,20181.0,,6396,Install guard rail or barrier,HIGH,2023-04-07,2023-03-31,COMPLETED,2023-03-02,
45236,2871,70145.0,20183.0,,6398,Repair or replace damaged infrastructure,MEDIUM,2024-05-21,2024-05-05,COMPLETED,2024-03-20,
45237,2871,70145.0,20183.0,,6397,Schedule professional inspection,MEDIUM,2024-05-24,2024-05-21,COMPLETED,2024-03-20,
45238,2871,70145.0,20183.0,,6398,Repair or replace damaged infrastructure,CRITICAL,2024-04-06,2024-04-04,COMPLETED,2024-03-20,
45239,2871,70149.0,20184.0,,6396,Update emergency procedures documentation,LOW,2024-12-26,,IN_PROGRESS,2024-09-26,
45240,2871,70149.0,20184.0,,6398,Repair or replace damaged infrastructure,MEDIUM,2024-11-22,2024-11-22,COMPLETED,2024-09-26,
45241,2871,70149.0,20184.0,,6397,Replace worn equipment,HIGH,2024-11-01,2024-10-22,COMPLETED,2024-09-26,
45242,2871,70155.0,,19615.0,6397,Engage contractor for specialist repair,HIGH,2021-05-13,2021-05-10,COMPLETED,2021-04-13,
45243,2871,70156.0,,19616.0,6398,Update emergency procedures documentation,HIGH,2021-09-17,2021-09-15,COMPLETED,2021-08-21,
45244,2871,70159.0,,19617.0,6397,Remove or trim vegetation creating hazard,LOW,2023-01-04,2022-12-03,COMPLETED,2022-10-12,
45245,2871,70161.0,,19618.0,6398,Install guard rail or barrier,MEDIUM,2023-08-09,2023-07-30,COMPLETED,2023-06-12,
45246,2872,70165.0,20187.0,,6400,Schedule professional inspection,HIGH,2020-10-28,2020-10-24,COMPLETED,2020-09-24,
45247,2872,70165.0,20187.0,,6399,Conduct staff training on updated procedure,MEDIUM,2020-11-21,2020-11-19,COMPLETED,2020-09-24,
45248,2872,70165.0,20187.0,,6399,Install guard rail or barrier,CRITICAL,2020-10-05,,OVERDUE,2020-09-24,
45249,2872,70169.0,20188.0,,6400,Conduct staff training on updated procedure,MEDIUM,2021-05-10,2021-05-06,COMPLETED,2021-03-17,
45250,2872,70169.0,20188.0,,6400,Schedule professional inspection,LOW,2021-06-11,,IN_PROGRESS,2021-03-17,
45251,2872,70169.0,20188.0,,6399,Update emergency procedures documentation,MEDIUM,2021-05-18,2021-04-20,COMPLETED,2021-03-17,
45252,2872,70169.0,20188.0,,6400,Replace worn equipment,MEDIUM,2021-05-10,,OVERDUE,2021-03-17,
45253,2872,70170.0,20189.0,,6401,Engage contractor for specialist repair,MEDIUM,2021-11-23,2021-11-03,COMPLETED,2021-09-20,
45254,2872,70177.0,20192.0,,6400,Install guard rail or barrier,HIGH,2023-04-09,2023-03-27,COMPLETED,2023-03-12,
45255,2872,70182.0,20194.0,,6401,Apply anti-slip treatment to surface,MEDIUM,2024-05-16,2024-05-06,COMPLETED,2024-03-20,
45256,2872,70182.0,20194.0,,6400,Engage contractor for specialist repair,MEDIUM,2024-05-18,2024-05-06,COMPLETED,2024-03-20,
45257,2872,70182.0,20194.0,,6399,Update emergency procedures documentation,MEDIUM,2024-05-19,,IN_PROGRESS,2024-03-20,
45258,2872,70185.0,20195.0,,6400,Install guard rail or barrier,CRITICAL,2024-10-10,2024-10-08,COMPLETED,2024-09-25,
45259,2872,70185.0,20195.0,,6399,Install additional safety signage,HIGH,2024-10-28,2024-10-25,COMPLETED,2024-09-25,
45260,2872,70186.0,20196.0,,6399,Engage contractor for specialist repair,HIGH,2025-03-28,2025-03-20,COMPLETED,2025-03-05,
45261,2872,70186.0,20196.0,,6399,Repair or replace damaged infrastructure,LOW,2025-06-06,,OVERDUE,2025-03-05,
45262,2872,70188.0,,19623.0,6401,Repair or replace damaged infrastructure,MEDIUM,2020-11-04,2020-10-16,COMPLETED,2020-09-08,
45263,2872,70191.0,,19624.0,6399,Apply anti-slip treatment to surface,MEDIUM,2021-12-11,,IN_PROGRESS,2021-10-17,
45264,2872,70191.0,,19624.0,6401,Schedule professional inspection,HIGH,2021-11-19,2021-11-08,COMPLETED,2021-10-17,
45265,2872,70192.0,,19628.0,6401,Improve lighting in affected area,HIGH,2023-08-22,2023-08-20,COMPLETED,2023-07-25,
45266,2872,70194.0,,19629.0,6401,Replace worn equipment,MEDIUM,2023-11-10,,IN_PROGRESS,2023-09-15,
45267,2872,70197.0,,19631.0,6399,Engage contractor for specialist repair,HIGH,2024-04-03,2024-03-30,COMPLETED,2024-02-27,
45268,2872,70197.0,,19631.0,6399,Install guard rail or barrier,MEDIUM,2024-04-26,2024-04-11,COMPLETED,2024-02-27,
45269,2872,70197.0,,19631.0,6399,Schedule professional inspection,HIGH,2024-03-24,,OVERDUE,2024-02-27,
45270,2873,70198.0,20197.0,,6404,Engage contractor for specialist repair,LOW,2020-05-30,2020-04-25,COMPLETED,2020-03-08,
45271,2873,70198.0,20197.0,,6403,Apply anti-slip treatment to surface,CRITICAL,2020-03-23,,OVERDUE,2020-03-08,
45272,2873,70200.0,20198.0,,6403,Repair or replace damaged infrastructure,MEDIUM,2020-11-04,,IN_PROGRESS,2020-09-08,
45273,2873,70200.0,20198.0,,6403,Repair or replace damaged infrastructure,HIGH,2020-10-12,,OVERDUE,2020-09-08,
45274,2873,70204.0,20200.0,,6403,Update emergency procedures documentation,LOW,2021-12-10,2021-11-20,COMPLETED,2021-09-18,
45275,2873,70204.0,20200.0,,6402,Repair or replace damaged infrastructure,CRITICAL,2021-10-04,2021-10-04,COMPLETED,2021-09-18,
45276,2873,70204.0,20200.0,,6402,Engage contractor for specialist repair,LOW,2021-12-10,,OVERDUE,2021-09-18,
45277,2873,70204.0,20200.0,,6403,Apply anti-slip treatment to surface,LOW,2021-12-22,2021-11-22,COMPLETED,2021-09-18,
45278,2873,70209.0,20202.0,,6402,Repair or replace damaged infrastructure,LOW,2022-12-10,,OVERDUE,2022-09-10,
45279,2873,70209.0,20202.0,,6404,Install guard rail or barrier,MEDIUM,2022-11-10,2022-10-30,COMPLETED,2022-09-10,
45280,2873,70209.0,20202.0,,6402,Replace worn equipment,HIGH,2022-10-05,2022-09-30,COMPLETED,2022-09-10,
45281,2873,70212.0,20203.0,,6404,Improve lighting in affected area,HIGH,2023-04-09,2023-03-26,COMPLETED,2023-03-04,
45282,2873,70212.0,20203.0,,6403,Install additional safety signage,MEDIUM,2023-05-05,2023-04-09,COMPLETED,2023-03-04,
45283,2873,70212.0,20203.0,,6404,Repair or replace damaged infrastructure,MEDIUM,2023-04-26,,IN_PROGRESS,2023-03-04,
45284,2873,70213.0,20204.0,,6402,Remove or trim vegetation creating hazard,CRITICAL,2023-09-26,2023-09-21,COMPLETED,2023-09-14,
45285,2873,70217.0,20205.0,,6402,Improve lighting in affected area,MEDIUM,2024-05-11,2024-05-07,COMPLETED,2024-03-18,
45286,2873,70217.0,20205.0,,6402,Replace worn equipment,MEDIUM,2024-05-22,2024-04-30,COMPLETED,2024-03-18,
45287,2873,70217.0,20205.0,,6402,Replace worn equipment,MEDIUM,2024-05-12,2024-04-20,COMPLETED,2024-03-18,
45288,2873,70217.0,20205.0,,6404,Engage contractor for specialist repair,LOW,2024-06-21,2024-06-01,COMPLETED,2024-03-18,
45289,2873,70219.0,20206.0,,6404,Apply anti-slip treatment to surface,MEDIUM,2024-11-18,2024-11-14,COMPLETED,2024-09-23,
45290,2873,70219.0,20206.0,,6402,Apply anti-slip treatment to surface,HIGH,2024-10-22,2024-10-21,COMPLETED,2024-09-23,
45291,2873,70219.0,20206.0,,6403,Remove or trim vegetation creating hazard,MEDIUM,2024-11-17,,OVERDUE,2024-09-23,
45292,2873,70219.0,20207.0,,6402,Engage contractor for specialist repair,LOW,2025-06-11,2025-05-15,COMPLETED,2025-03-08,
45293,2873,70225.0,,19635.0,6402,Remove or trim vegetation creating hazard,LOW,2021-09-23,2021-09-06,COMPLETED,2021-06-23,
45294,2873,70225.0,,19635.0,6403,Update emergency procedures documentation,HIGH,2021-07-17,,OVERDUE,2021-06-23,
45295,2873,70227.0,,19636.0,6403,Repair or replace damaged infrastructure,MEDIUM,2022-10-14,,IN_PROGRESS,2022-08-12,
45296,2873,70227.0,,19636.0,6404,Remove or trim vegetation creating hazard,CRITICAL,2022-08-26,2022-08-20,COMPLETED,2022-08-12,
45297,2873,70230.0,,19637.0,6403,Repair or replace damaged infrastructure,MEDIUM,2022-11-29,2022-11-18,COMPLETED,2022-10-01,
45298,2873,70231.0,,19638.0,6402,Repair or replace damaged infrastructure,LOW,2023-12-24,2023-11-22,COMPLETED,2023-09-20,
45299,2873,70234.0,,19639.0,6403,Install additional safety signage,CRITICAL,2024-02-27,2024-02-22,COMPLETED,2024-02-18,
45300,2873,70234.0,,19639.0,6404,Improve lighting in affected area,MEDIUM,2024-04-15,,OVERDUE,2024-02-18,
45301,2873,70234.0,,19639.0,6404,Apply anti-slip treatment to surface,HIGH,2024-03-21,,OVERDUE,2024-02-18,
45302,2873,70237.0,,19641.0,6402,Conduct staff training on updated procedure,LOW,2025-09-04,,IN_PROGRESS,2025-06-01,
45303,2873,70237.0,,19641.0,6404,Repair or replace damaged infrastructure,LOW,2025-09-01,,OPEN,2025-06-01,
45304,2874,70239.0,20210.0,,6407,Improve lighting in affected area,MEDIUM,2021-05-22,2021-05-10,COMPLETED,2021-03-24,
45305,2874,70242.0,20212.0,,6405,Conduct staff training on updated procedure,HIGH,2022-04-06,2022-03-25,COMPLETED,2022-03-06,
45306,2874,70245.0,20213.0,,6408,Replace worn equipment,MEDIUM,2022-11-17,2022-11-16,COMPLETED,2022-09-21,
45307,2874,70245.0,20213.0,,6407,Improve lighting in affected area,MEDIUM,2022-11-25,,OVERDUE,2022-09-21,
45308,2874,70245.0,20213.0,,6406,Repair or replace damaged infrastructure,HIGH,2022-10-26,2022-10-15,COMPLETED,2022-09-21,
45309,2874,70248.0,20214.0,,6407,Conduct staff training on updated procedure,MEDIUM,2023-05-17,2023-05-09,COMPLETED,2023-03-21,
45310,2874,70248.0,20214.0,,6408,Update emergency procedures documentation,CRITICAL,2023-04-10,,OVERDUE,2023-03-21,
45311,2874,70248.0,20214.0,,6407,Replace worn equipment,HIGH,2023-04-22,2023-04-12,COMPLETED,2023-03-21,
45312,2874,70251.0,20215.0,,6408,Schedule professional inspection,MEDIUM,2023-11-16,2023-10-28,COMPLETED,2023-09-24,
45313,2874,70255.0,20217.0,,6407,Apply anti-slip treatment to surface,MEDIUM,2024-11-27,2024-11-21,COMPLETED,2024-09-26,
45314,2874,70255.0,20217.0,,6405,Improve lighting in affected area,HIGH,2024-10-27,2024-10-27,COMPLETED,2024-09-26,
45315,2874,70255.0,20218.0,,6405,Update emergency procedures documentation,MEDIUM,2025-05-21,2025-05-19,COMPLETED,2025-03-19,
45316,2874,70257.0,,19642.0,6405,Update emergency procedures documentation,HIGH,2020-03-16,2020-03-15,COMPLETED,2020-02-13,
45317,2874,70259.0,,19643.0,6407,Engage contractor for specialist repair,CRITICAL,2020-09-22,2020-09-21,COMPLETED,2020-09-04,
45318,2874,70259.0,,19643.0,6406,Update emergency procedures documentation,LOW,2020-11-27,2020-11-03,COMPLETED,2020-09-04,
45319,2874,70263.0,,19646.0,6407,Conduct staff training on updated procedure,LOW,2021-09-17,,OVERDUE,2021-06-23,
45320,2874,70263.0,,19646.0,6408,Conduct staff training on updated procedure,MEDIUM,2021-08-19,2021-08-01,COMPLETED,2021-06-23,
45321,2874,70268.0,,19649.0,6408,Review and update risk register,MEDIUM,2023-06-12,2023-05-23,COMPLETED,2023-04-14,
45322,2874,70270.0,,19650.0,6405,Improve lighting in affected area,MEDIUM,2023-10-17,2023-10-11,COMPLETED,2023-08-17,
45323,2874,70270.0,,19650.0,6406,Conduct staff training on updated procedure,HIGH,2023-09-12,2023-09-10,COMPLETED,2023-08-17,
45324,2874,70271.0,,19651.0,6407,Install additional safety signage,MEDIUM,2024-06-08,2024-05-16,COMPLETED,2024-04-07,
45325,2874,70274.0,,19652.0,6407,Improve lighting in affected area,CRITICAL,2024-09-06,2024-09-02,COMPLETED,2024-08-20,
45326,2875,70278.0,20219.0,,6409,Install additional safety signage,HIGH,2020-04-18,2020-04-16,COMPLETED,2020-03-21,
45327,2875,70281.0,20220.0,,6409,Repair or replace damaged infrastructure,HIGH,2020-10-12,2020-10-04,COMPLETED,2020-09-15,
45328,2875,70281.0,20220.0,,6409,Improve lighting in affected area,LOW,2020-12-15,,OVERDUE,2020-09-15,
45329,2875,70281.0,20220.0,,6410,Improve lighting in affected area,MEDIUM,2020-11-20,,IN_PROGRESS,2020-09-15,
45330,2875,70281.0,20220.0,,6409,Install additional safety signage,LOW,2020-12-13,2020-11-25,COMPLETED,2020-09-15,
45331,2875,70284.0,20221.0,,6410,Review and update risk register,HIGH,2021-04-19,,OVERDUE,2021-03-18,
45332,2875,70285.0,20222.0,,6411,Update emergency procedures documentation,LOW,2021-12-02,2021-10-21,COMPLETED,2021-09-09,
45333,2875,70288.0,20223.0,,6411,Improve lighting in affected area,MEDIUM,2022-05-18,2022-04-27,COMPLETED,2022-03-25,
45334,2875,70289.0,20224.0,,6411,Conduct staff training on updated procedure,MEDIUM,2022-11-13,2022-11-07,COMPLETED,2022-09-16,
45335,2875,70292.0,20225.0,,6409,Install additional safety signage,MEDIUM,2023-05-05,,IN_PROGRESS,2023-03-03,
45336,2875,70292.0,20225.0,,6409,Apply anti-slip treatment to surface,MEDIUM,2023-05-07,2023-04-26,COMPLETED,2023-03-03,
45337,2875,70294.0,20226.0,,6410,Update emergency procedures documentation,MEDIUM,2023-11-30,2023-11-24,COMPLETED,2023-09-25,
45338,2875,70296.0,20227.0,,6411,Repair or replace damaged infrastructure,LOW,2024-05-30,2024-05-05,COMPLETED,2024-03-03,
45339,2875,70296.0,20227.0,,6409,Replace worn equipment,MEDIUM,2024-05-01,,OVERDUE,2024-03-03,
45340,2875,70296.0,20227.0,,6409,Engage contractor for specialist repair,LOW,2024-05-30,,OVERDUE,2024-03-03,
45341,2875,70297.0,20228.0,,6411,Conduct staff training on updated procedure,CRITICAL,2024-10-06,2024-09-30,COMPLETED,2024-09-16,
45342,2875,70298.0,20229.0,,6411,Schedule professional inspection,HIGH,2025-04-10,2025-03-31,COMPLETED,2025-03-17,
45343,2875,70299.0,,19655.0,6409,Update emergency procedures documentation,HIGH,2020-12-03,2020-11-30,COMPLETED,2020-11-09,
45344,2875,70304.0,,19659.0,6411,Remove or trim vegetation creating hazard,CRITICAL,2024-04-20,2024-04-15,COMPLETED,2024-04-02,
45345,2875,70304.0,,19659.0,6411,Engage contractor for specialist repair,LOW,2024-07-04,2024-07-01,COMPLETED,2024-04-02,
45346,2876,70306.0,20230.0,,6414,Install guard rail or barrier,MEDIUM,2020-05-23,2020-05-07,COMPLETED,2020-03-27,
45347,2876,70306.0,20230.0,,6412,Conduct staff training on updated procedure,LOW,2020-07-01,2020-06-02,COMPLETED,2020-03-27,
45348,2876,70306.0,20230.0,,6412,Conduct staff training on updated procedure,LOW,2020-07-01,2020-06-22,COMPLETED,2020-03-27,
45349,2876,70311.0,20233.0,,6412,Engage contractor for specialist repair,HIGH,2021-10-08,2021-09-29,COMPLETED,2021-09-06,
45350,2876,70311.0,20234.0,,6413,Schedule professional inspection,HIGH,2022-04-12,,OVERDUE,2022-03-19,
45351,2876,70312.0,20235.0,,6413,Install additional safety signage,MEDIUM,2022-11-01,2022-10-06,COMPLETED,2022-09-03,
45352,2876,70312.0,20235.0,,6414,Install guard rail or barrier,LOW,2022-11-29,2022-10-21,COMPLETED,2022-09-03,
45353,2876,70313.0,20236.0,,6414,Schedule professional inspection,HIGH,2023-04-15,2023-04-04,COMPLETED,2023-03-14,
45354,2876,70313.0,20236.0,,6414,Replace worn equipment,MEDIUM,2023-05-15,2023-04-23,COMPLETED,2023-03-14,
45355,2876,70316.0,20240.0,,6414,Replace worn equipment,HIGH,2025-04-15,2025-04-06,COMPLETED,2025-03-12,
45356,2876,70317.0,,19660.0,6413,Review and update risk register,LOW,2020-07-09,2020-06-15,COMPLETED,2020-04-08,
45357,2876,70318.0,,19661.0,6414,Remove or trim vegetation creating hazard,MEDIUM,2021-04-03,,OVERDUE,2021-02-05,
45358,2876,70320.0,,19662.0,6414,Schedule professional inspection,MEDIUM,2021-07-17,2021-06-28,COMPLETED,2021-05-14,
45359,2876,70320.0,,19662.0,6412,Conduct staff training on updated procedure,MEDIUM,2021-07-19,2021-07-10,COMPLETED,2021-05-14,
45360,2876,70323.0,,19663.0,6412,Install additional safety signage,MEDIUM,2021-08-29,2021-08-04,COMPLETED,2021-07-07,
45361,2876,70323.0,,19663.0,6412,Apply anti-slip treatment to surface,MEDIUM,2021-09-03,,OVERDUE,2021-07-07,
45362,2876,70323.0,,19663.0,6414,Install guard rail or barrier,HIGH,2021-08-05,2021-07-28,COMPLETED,2021-07-07,
45363,2876,70327.0,,19665.0,6414,Review and update risk register,LOW,2022-08-04,,OVERDUE,2022-05-01,
45364,2876,70330.0,,19666.0,6414,Repair or replace damaged infrastructure,MEDIUM,2023-10-14,,IN_PROGRESS,2023-08-20,
45365,2876,70332.0,,19667.0,6413,Improve lighting in affected area,MEDIUM,2025-01-12,2024-12-14,COMPLETED,2024-11-15,
45366,2876,70333.0,,19668.0,6414,Install guard rail or barrier,CRITICAL,2024-09-05,,OVERDUE,2024-08-25,
45367,2877,70340.0,20241.0,,6416,Install additional safety signage,HIGH,2020-04-02,2020-03-24,COMPLETED,2020-03-05,
45368,2877,70340.0,20241.0,,6416,Replace worn equipment,MEDIUM,2020-05-02,2020-04-13,COMPLETED,2020-03-05,
45369,2877,70342.0,20242.0,,6415,Install guard rail or barrier,MEDIUM,2020-10-25,2020-10-06,COMPLETED,2020-09-02,
45370,2877,70342.0,20242.0,,6415,Remove or trim vegetation creating hazard,LOW,2020-11-24,2020-11-17,COMPLETED,2020-09-02,
45371,2877,70342.0,20242.0,,6416,Review and update risk register,LOW,2020-11-29,2020-11-16,COMPLETED,2020-09-02,
45372,2877,70344.0,20243.0,,6416,Apply anti-slip treatment to surface,LOW,2021-06-26,,OVERDUE,2021-03-26,
45373,2877,70344.0,20243.0,,6415,Review and update risk register,HIGH,2021-04-29,,IN_PROGRESS,2021-03-26,
45374,2877,70344.0,20243.0,,6415,Engage contractor for specialist repair,MEDIUM,2021-05-21,2021-05-16,COMPLETED,2021-03-26,
45375,2877,70347.0,20244.0,,6417,Review and update risk register,MEDIUM,2021-11-17,2021-10-27,COMPLETED,2021-09-13,
45376,2877,70347.0,20244.0,,6416,Install additional safety signage,MEDIUM,2021-11-13,2021-11-06,COMPLETED,2021-09-13,
45377,2877,70347.0,20244.0,,6415,Apply anti-slip treatment to surface,HIGH,2021-10-16,2021-10-16,COMPLETED,2021-09-13,
45378,2877,70349.0,20245.0,,6415,Apply anti-slip treatment to surface,LOW,2022-06-22,,OVERDUE,2022-03-21,
45379,2877,70349.0,20245.0,,6417,Review and update risk register,MEDIUM,2022-05-21,2022-05-10,COMPLETED,2022-03-21,
45380,2877,70352.0,20248.0,,6416,Repair or replace damaged infrastructure,HIGH,2023-10-15,2023-10-13,COMPLETED,2023-09-11,
45381,2877,70355.0,20249.0,,6417,Update emergency procedures documentation,MEDIUM,2024-05-23,2024-04-26,COMPLETED,2024-03-26,
45382,2877,70355.0,20249.0,,6417,Install guard rail or barrier,LOW,2024-06-22,2024-06-18,COMPLETED,2024-03-26,
45383,2877,70355.0,20249.0,,6415,Replace worn equipment,CRITICAL,2024-04-15,2024-04-13,COMPLETED,2024-03-26,
45384,2877,70359.0,20250.0,,6416,Update emergency procedures documentation,HIGH,2024-10-14,2024-10-04,COMPLETED,2024-09-21,
