site_id,site_name,street_address,suburb,town_city,postal_code,latitude,longitude,location,region,territorial_authority,education_region,urban_rural,school_type,school_definition,authority,total_roll,equity_index,status
4122,Nelson College (Prep Dept),Waimea Road ,,Nelson,7042.0,-41.285794,173.275723,POINT(173.275723 -41.285794),Nelson Region,Nelson City,"Nelson, Marlborough, West Coast",Large urban area,Intermediate,,Private : Fully Registered,93,0,Open
4123,New Plymouth Adventist Christian School,41 Saxton Road ,Vogeltown,New Plymouth,4371.0,-39.085739,174.090023,POINT(174.090023 -39.085739),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State : Integrated,59,443,Open
4125,Southcity Christian School,137 Collins Road ,Glenview,Hamilton,3245.0,-37.821909,175.268758,POINT(175.268758 -37.821909),Waikato Region,Waipa District,Waikato,Rural other,Full Primary,,State : Integrated,237,380,Open
4126,Palmerston North Adventist Christian School,25 Snelson Street ,,Palmerston North,4410.0,-40.360994,175.607452,POINT(175.607452 -40.360994),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State : Integrated,100,433,Open
4129,Rotorua S D A School,3 Tilsley Street ,Glenholme,Rotorua,3010.0,-38.150835,176.253367,POINT(176.253367 -38.150835),Bay of Plenty Region,Rotorua District,"Bay of Plenty, Waiariki",Large urban area,Full Primary,,State : Integrated,45,508,Open
4130,St George's School,132 Liverpool Street ,,Whanganui,4500.0,-39.929293,175.038396,POINT(175.038396 -39.929293),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,Private : Fully Registered,133,0,Open
4131,St John's Girls' School (Invercargill),349 Dee Street ,,Invercargill,9810.0,-46.398542,168.347753,POINT(168.347753 -46.398542),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Full Primary,,State : Integrated,124,417,Open
4132,St Joseph's School (Rangiora),35 Victoria Street ,,Rangiora,nan,-43.307442,172.595537,POINT(172.595537 -43.307442),Canterbury Region,Waimakariri District,"Canterbury, Chatham Islands",Medium urban area,Full Primary,,State : Integrated,177,420,Open
4133,Saint Kentigern Boys' School,82 Shore Road ,Remuera,Auckland,1541.0,-36.863852,174.802421,POINT(174.802421 -36.863852),Auckland Region,Ōrākei Local Board Area,Tāmaki Herenga Manawa,Major urban area,Full Primary,,Private : Fully Registered,658,0,Open
4134,St Mark's Church School (Mt Victoria),13 Dufferin Street ,Mount Victoria,Wellington,6242.0,-41.30108,174.781597,POINT(174.781597 -41.30108),Wellington Region,Wellington City,Wellington,Major urban area,Full Primary,,Private : Fully Registered,133,0,Open
4135,St Mark's School (Christchurch),Cholmondeley Avenue ,Opawa,Christchurch,8023.0,-43.552887,172.659307,POINT(172.659307 -43.552887),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,State : Integrated,234,398,Open
4136,St Michael's Church School,249 Durham Street ,Christchurch Central,Christchurch,8140.0,-43.534774,172.633065,POINT(172.633065 -43.534774),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,Private : Fully Registered,126,0,Open
4138,Selwyn House School,122 Merivale Lane ,Merivale,Christchurch,8014.0,-43.516643,172.623012,POINT(172.623012 -43.516643),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,Private : Fully Registered,294,0,Open
4140,South Auckland S D A School,42 A Puhinui Road ,Papatoetoe,Auckland,2155.0,-36.983553,174.873967,POINT(174.873967 -36.983553),Auckland Region,Ōtara-Papatoetoe Local Board Area,Tāmaki Herenga Waka,Major urban area,Full Primary,,State : Integrated,353,474,Open
4141,Southwell School,200 Peachgrove Road ,Claudelands,Hamilton,3252.0,-37.774864,175.297033,POINT(175.297033 -37.774864),Waikato Region,Hamilton City,Waikato,Major urban area,Full Primary,,Private : Fully Registered,646,0,Open
4143,Tamariki School,86 St John's Street ,Woolston,Christchurch,8241.0,-43.546479,172.689238,POINT(172.689238 -43.546479),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,State : Integrated,49,464,Open
4144,Tauranga Adventist School,19 Moffat Road ,Bethlehem,Tauranga,3147.0,-37.712633,176.113183,POINT(176.113183 -37.712633),Bay of Plenty Region,Tauranga City,"Bay of Plenty, Waiariki",Major urban area,Full Primary,,State : Integrated,115,429,Open
4145,Te Pi'ipi'inga Kakano Mai I Rangiatea,131 South Road ,Spotswood,New Plymouth,4344.0,-39.072961,174.035215,POINT(174.035215 -39.072961),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Composite,,State,131,514,Open
4146,Timatanga Community School,9 Mamari Road ,Whenuapai,Waitakere,618.0,-36.798577,174.612391,POINT(174.612391 -36.798577),Auckland Region,Upper Harbour Local Board Area,Tāmaki Herenga Tāngata,Major urban area,Full Primary,,State : Integrated,24,413,Open
4147,Waihi School,611 Temuka-Orari Highway ,,Temuka,7986.0,-44.173004,171.28259,POINT(171.28259 -44.173004),Canterbury Region,Timaru District,"Canterbury, Chatham Islands",Rural other,Full Primary,,Private : Fully Registered,137,0,Open
4149,Wellesley College,611A Marine Drive ,Days Bay,Lower Hutt,5047.0,-41.278533,174.907282,POINT(174.907282 -41.278533),Wellington Region,Lower Hutt City,Wellington,Major urban area,Full Primary,,Private : Fully Registered,232,0,Open
4150,Wellington S D A School,58 Raiha Street ,,Porirua,5249.0,-41.14846,174.831728,POINT(174.831728 -41.14846),Wellington Region,Porirua City,Wellington,Large urban area,Full Primary,,State : Integrated,106,453,Open
4151,Waitakere S D A School,26 Corban Avenue ,Henderson,Auckland,650.0,-36.893036,174.628386,POINT(174.628386 -36.893036),Auckland Region,Henderson-Massey Local Board Area,Tāmaki Herenga Tāngata,Major urban area,Full Primary,,State : Integrated,69,471,Open
4154,Whangarei Adventist Christian School,82 Whau Valley Road ,,Whangarei,112.0,-35.69627,174.307197,POINT(174.307197 -35.69627),Northland Region,Whangarei District,Tai Tokerau,Large urban area,Full Primary,,State : Integrated,30,474,Open
4156,Blind and Low Vision Education Network NZ,2 McVilly Rd ,Manurewa,Auckland,2243.0,-37.014798,174.87331,POINT(174.87331 -37.014798),Auckland Region,Manurewa Local Board Area,Tāmaki Herenga Waka,Major urban area,Specialist School,Sensory School,State,76,480,Open
4157,Westbridge Residential School,488E Don Buck Road ,Royal Heights,Auckland,656.0,-36.827289,174.599049,POINT(174.599049 -36.827289),Auckland Region,Henderson-Massey Local Board Area,Tāmaki Herenga Tāngata,Major urban area,Specialist School,Residential Specialist School,State,3,553,Open
4158,Hutt International Boys' School,Granville Street ,Trentham,Upper Hutt,5142.0,-41.140881,175.037121,POINT(175.037121 -41.140881),Wellington Region,Upper Hutt City,Wellington,Large urban area,Secondary (Year 7-15),,State : Integrated,653,366,Open
4160,TKKM o Te Atihaunui-A-Paparangi,25 Anaua Street ,Putiki,Whanganui,4500.0,-39.946844,175.049331,POINT(175.049331 -39.946844),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State,126,507,Open
4204,Hare Krishna School,1229 Coatesville-Riverhead Highway 28 ,,Riverhead,892.0,-36.769884,174.588686,POINT(174.588686 -36.769884),Auckland Region,Rodney Local Board Area,Tāmaki Herenga Tāngata,Rural other,Composite,,State : Integrated,214,371,Open
4205,TKKM o Piripono Te Kura Whakahou ki Ōtara,52 Alexander Crescent ,Otara,Auckland,2159.0,-36.95536,174.877035,POINT(174.877035 -36.95536),Auckland Region,Ōtara-Papatoetoe Local Board Area,Tāmaki Herenga Waka,Major urban area,Full Primary,,State,95,542,Open
4207,TKKM o Nga Maungarongo,140 Haverstock Road ,Mount Albert,Auckland,1440.0,-36.888352,174.726823,POINT(174.726823 -36.888352),Auckland Region,Albert-Eden Local Board Area,Tāmaki Herenga Manawa,Major urban area,Composite,,State,65,527,Open
4208,TKKM o Mangere,7 Comet Crescent ,Mangere,Auckland,2153.0,-36.96407,174.79608,POINT(174.79608 -36.96407),Auckland Region,Māngere-Ōtāhuhu Local Board Area,Tāmaki Herenga Waka,Major urban area,Composite,,State,292,544,Open
4209,TKKM o Manawatu,88 Rhodes Drive ,Kelvin Grove,Palmerston North,4414.0,-40.328271,175.645745,POINT(175.645745 -40.328271),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State,117,506,Open
4211,TKKM o Te Rito,Te Rauparaha Street ,,Ōtaki,5542.0,-40.749054,175.13837,POINT(175.13837 -40.749054),Wellington Region,Kapiti Coast District,Wellington,Small urban area,Composite,,State,98,486,Open
4212,TKKM o Waitaha,45 Hassals Lane ,Waltham,Christchurch,8023.0,-43.551181,172.656331,POINT(172.656331 -43.551181),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Composite,,State,224,519,Open
4217,Te Wharekura o Arowhenua,734 Tweed Street ,,Invercargill,9812.0,-46.416528,168.394643,POINT(168.394643 -46.416528),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Composite,,State,189,536,Open
4218,TKKM o Tokomaru,19 Tokomaru Street ,,Tokomaru Bay,4047.0,-38.126566,178.31554,POINT(178.31554 -38.126566),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,21,531,Open
4223,TKKM o Tamarongo,169 Tasman Street ,,Opunake,4645.0,-39.450015,173.849356,POINT(173.849356 -39.450015),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,25,562,Open
4226,TKKM o Tamaki Nui A Rua,36 Makirikiri Road ,,Dannevirke,4930.0,-40.221345,176.088804,POINT(176.088804 -40.221345),Manawatū-Whanganui Region,Tararua District,Wellington,Small urban area,Composite,,State,81,535,Open
4227,TKKM o Kaikohe,20 Hongi Street ,,Kaikohe,440.0,-35.399996,173.803359,POINT(173.803359 -35.399996),Northland Region,Far North District,Tai Tokerau,Small urban area,Composite,,State,243,521,Open
4228,TKKM o Puau Te Moananui-a-Kiwa,26 A Farringdon Street ,Glen Innes,Auckland,1743.0,-36.873519,174.860179,POINT(174.860179 -36.873519),Auckland Region,Maungakiekie-Tāmaki Local Board Area,Tāmaki Herenga Manawa,Major urban area,Composite,,State,87,550,Open
4229,TKKM o Manurewa,119 Katikati Drive ,Manurewa,Auckland,2242.0,-37.015241,174.868451,POINT(174.868451 -37.015241),Auckland Region,Manurewa Local Board Area,Tāmaki Herenga Waka,Major urban area,Full Primary,,State,139,544,Open
4230,TKKM o Whakarewa I Te Reo Ki Tuwharetoa,56 Waikato Street ,,Taupo,3351.0,-38.68091,176.074192,POINT(176.074192 -38.68091),Waikato Region,Taupo District,"Bay of Plenty, Waiariki",Medium urban area,Composite,,State,190,516,Open
4535,Te Kura Kaupapa Māori o Hawaiki Hou,264A Lytton Road ,Elgin-Gisborne,Gisborne,4010.0,-38.660235,177.994769,POINT(177.994769 -38.660235),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Composite,,State,84,555,Open
4541,The Forest School,605 Hibiscus Coast Highway ,Waiwera,Orewa,nan,-36.560733,174.698008,POINT(174.698008 -36.560733),Auckland Region,Hibiscus and Bays Local Board Area,Tāmaki Herenga Tāngata,Rural other,Full Primary,,Charter School,0,462,Open
4543,Te Kapehu Whetu - Tamaki,6-7 City Road ,Grafton,Auckland,1052.0,-36.856902,174.763597,POINT(174.763597 -36.856902),Auckland Region,Waitematā Local Board Area,Tāmaki Herenga Manawa,Major urban area,Secondary (Year 9-15),,Charter School,0,507,Open
4545,Altum Academy,66 Albemarle Road ,Wilton,Wellington,6012.0,-41.275091,174.756559,POINT(174.756559 -41.275091),Wellington Region,Wellington City,Wellington,Major urban area,Secondary (Year 7-15),,Charter School,0,375,Open
4546,Aotearoa Infinite Academy,18 Viaduct Harbour Avenue ,Auckland Central,Auckland,nan,-36.845589,174.757783,POINT(174.757783 -36.845589),Auckland Region,Waitematā Local Board Area,Tāmaki Herenga Manawa,Major urban area,Secondary (Year 9-15),,Charter School,0,473,Open
4547,Te Aratika High School,23 Giles Lane ,Mangateretere,Hastings,nan,-39.617654,176.894357,POINT(176.894357 -39.617654),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Secondary (Year 7-15),,Charter School,0,561,Open
4548,Sisters United Academy,239 Green Lane West ,Epsom,Auckland,nan,-36.892056,174.776159,POINT(174.776159 -36.892056),Auckland Region,Albert-Eden Local Board Area,Tāmaki Herenga Manawa,Major urban area,Secondary (Year 9-15),,Charter School,0,532,Open
4549,New Zealand Performance Academy Aotearoa,48 Somme Road ,Trentham,Upper Hutt,nan,-41.142127,175.028482,POINT(175.028482 -41.142127),Wellington Region,Upper Hutt City,Wellington,Large urban area,Secondary (Year 9-15),,Charter School,0,459,Open
4550,City 0-10,108 Greys Avenue ,Auckland Central,Auckland,794.0,-36.855518,174.759812,POINT(174.759812 -36.855518),Auckland Region,Waitematā Local Board Area,Tāmaki Herenga Manawa,Major urban area,Composite,,Private : Provisionally Registered,0,0,Open
4552,Tumanako Christian College,24 Waipapakauri Domain Rd ,,Waipapakauri,484.0,-35.025633,173.225124,POINT(173.225124 -35.025633),Northland Region,Far North District,Tai Tokerau,Rural other,Composite,,Private : Provisionally Registered,41,0,Open
4559,Te Whare Kounga,158 Carroll Street ,,Wairoa,nan,-39.025475,177.418778,POINT(177.418778 -39.025475),Hawke's Bay Region,Wairoa District,"Hawke's Bay, Tairāwhiti",Small urban area,Secondary (Year 7-15),,Charter School,0,533,Open
4560,Te Kura Awhitu,5906 Ruatahuna Road ,Ruatahuna,Minginui,3079.0,-38.613646,176.959107,POINT(176.959107 -38.613646),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Rural other,Composite,,Charter School,0,536,Open
4566,Te Kura o Ngāti Whātua ki Tāmaki,Ground Floor 8 Tangihua Street,Auckland Central,Auckland,nan,-36.846108,174.773425,POINT(174.773425 -36.846108),Auckland Region,Waitematā Local Board Area,Tāmaki Herenga Manawa,Major urban area,Secondary (Year 9-15),,Charter School,0,435,Open
4582,Griffin Academy,47 Cobham Road ,,Kerikeri,nan,-35.231177,173.953217,POINT(173.953217 -35.231177),Northland Region,Far North District,Tai Tokerau,Small urban area,Composite,,Private : Provisionally Registered,0,0,Open
6070,Golden Sands School,26 Golden Sands Drive ,Papamoa Beach,Papamoa,3118.0,-37.718291,176.340294,POINT(176.340294 -37.718291),Bay of Plenty Region,Tauranga City,"Bay of Plenty, Waiariki",Major urban area,Contributing,,State,496,426,Open
6109,Auckland Secondary Schools' Centre,272A Jervois Road ,Herne Bay,Auckland,1011.0,-36.848636,174.730724,POINT(174.730724 -36.848636),Auckland Region,Waitematā Local Board Area,Tāmaki Herenga Manawa,Major urban area,Activity Centre,,State,0,569,Open
6110,Awhina School/ Activity Centre,50 Homedale Street ,Pukehangi,Rotorua,3040.0,-38.136653,176.210172,POINT(176.210172 -38.136653),Bay of Plenty Region,Rotorua District,"Bay of Plenty, Waiariki",Large urban area,Activity Centre,,State,0,569,Open
6111,Invercargill Activity Centre,78 Lowe Street ,,Invercargill,9810.0,-46.400515,168.348384,POINT(168.348384 -46.400515),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Activity Centre,,State,0,569,Open
6113,Papakura Activity Centre,59 Wood Street ,,Papakura,2244.0,-37.065541,174.945539,POINT(174.945539 -37.065541),Auckland Region,Papakura Local Board Area,Tāmaki Herenga Waka,Major urban area,Activity Centre,,State,0,569,Open
6116,London House Learning Centre,154 London Street ,,Dunedin,9016.0,-45.871403,170.496575,POINT(170.496575 -45.871403),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Activity Centre,,State,0,569,Open
6117,Hutt Valley Activity Centre,28 Graham Street ,Petone,Lower Hutt,5012.0,-41.222298,174.894609,POINT(174.894609 -41.222298),Wellington Region,Lower Hutt City,Wellington,Major urban area,Activity Centre,,State,0,569,Open
6118,Manawatu Community High School - Manawatu Kura a Iwi,120 Savage Crescent ,West End,Palmerston North,4445.0,-40.36839,175.606604,POINT(175.606604 -40.36839),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Activity Centre,,State,0,569,Open
6119,Akina School/ Activity Centre,414 Karamu Road South ,,Hastings,4156.0,-39.646056,176.83965,POINT(176.83965 -39.646056),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Activity Centre,,State,0,569,Open
6124,Napier Community High School,22 Creagh Street ,,Napier,4110.0,-39.510318,176.915176,POINT(176.915176 -39.510318),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Activity Centre,,State,0,569,Open
6125,Turanganui-A-Kiwa Activity Centre,29 Carnarvon Street ,,Gisborne,4010.0,-38.659114,178.021471,POINT(178.021471 -38.659114),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Activity Centre,,State,0,569,Open
